,en,ru
590,"The deeper work, the new work, the new thinking on the interface between business and social problems is actually showing that there's a fundamental, deep synergy, particularly if you're not thinking in the very short run.","Более глубокая работа, новая работа, новое мышление на связке между проблемами бизнеса и общества на самом деле показывает, что существует фундаментальное, глубокое взаимодействие, в особенности если вы не думаете в очень короткой перспективе."
591,But I found that robots didn't move at all in this engaging way that I was used to from my animation studies.,"Но я обнаружил, что роботы двигаются совсем не таким замечательным образом, к которому я привык во время мультипликационных занятий."
592,"And each time I make public art, I want something that's really relevant to the place it's installed.","Всякий раз, когда я создаю общественное искусство, я хочу сделать что-то действительно значимое для места, где оно выставляется."
593,"As we all have had a feeling of discomfort from imbalanced gut microbes, a fish swimming through a part of the ocean that has been overfed in this way — in this case, by intense aquaculture, but it could be a sewage spill or fertilizer runoff or any number of other sources — that fish will feel the physical discomforts of the ocean microbes being out of whack.","Итак, все мы чувствуем дискомфорт от дисбаланса кишечных микробов, а рыба, плывущая через половину океана, который переполнен бактериями — в этом случае из-за активной аквакультуры, но могла случиться утечка сточных вод или отходов от удобрений или чего-то другого, — так вот, рыба почувствовала бы дискомфорт от микробов, находящихся в океане."
594,"You mean all I have to do is build a platform and all these people are going to put their stuff on top and I sit back and roll it in? ""Building these platforms for participation are so nontrivial to do.","Вы говорите, что всё, что требуется, — это создать платформу, и все эти люди будут выкладывать свои товары, а я смогу сидеть сложа руки? » Создание подобных платформ — очень непростое занятие."
595,"So let's send into this graph a bunch of tiny, digital marbles and let them go randomly through the graph.",Давайте запустим в этот график горсть цифровых шариков и позволим им случайным образом прокатиться по графику.
596,"Anyway, as I plunged through my 20s ever more aware of how unobtainable the first part of my childhood ambition was, it was that second part, being able to successfully communicate to others whatever knowledge I was gaining, where the futility of my quest really set in.","Когда я разменял третий десяток, как никогда более уверенный в нереальности первой части моих детских амбиций, именно попытки реализовать вторую часть, научиться успешно обмениваться какой угодно информацией, оказались той точкой, куда меня привели мои тщетные попытки."
597,I took library material that had fruit in their title and I used them to make an orchard walk with these fruits of knowledge.,"Я выбрала те книги в билиотеке, в названии которых есть какой-то фрукт, и создала из них фруктовый сад с этими плодами знания."
598,But what made the biggest impression on me that first meeting was that he was smart and funny and he looked like a farm boy.,"Но наибольшее впечатление при первой встрече на меня произвело то, что он был умный и весёлый и выглядел как мальчишка с фермы."
599,"And my parents thought it was cute, so they didn't bring it up, but when I got into school, they didn't really agree that it was cute.","Мои родители считали это милым, и ничего с этим не делали, но когда я пошла в школу, там никто не думал, что это было мило."
600,I'd go to Central Park and see the rolling topography of Central Park come up against the abrupt and sheer topography of midtown Manhattan.,"Я иду в Центральный Парк и вижу волнистый рельеф парка, встречающегося на пути с неровностями и изгибами рельефа центра Манхэттена."
601,"I'm really fortunate and superblessed, and I felt like not only am I happy with my body, but I want other people and other young girls that have experienced what I've experienced to be happy with themselves.","Мне и правда повезло, я не только чувствую, что довольна своим телом, но я также хочу, чтобы и другие люди, другие девочки, которым пришлось пережить то, что пережила я, нравились себе такими, какие они есть."
602,"What we need is a population that's basically smart, can make lots of decisions, but doesn't have access to any of the systems we have, any of the things that might mess us up — no human technology, human culture, maybe even not human language.","Для этого нам нужна популяция животных, которые по сути умные, могут принимать множество решений, но у которых нет доступа к системам, которые есть у нас — к любым вещам, которые нас путают — никаких человеческих технологий, культуры, и даже, наверное, человеческого языка."
603,"But the fact that he was going to Oklahoma in a plane, and he was going to bring me back a 10-gallon hat, just like Ken Maynard, my favorite cowboy wore.","Суть в том, что он собирался добраться до Оклахомы на самолёте и привезти мне ковбойскую шляпу, как у Кэна Мэйнарда, моего любимого ковбоя."
604,"So as we look forward to the coming years and decades, I think that means that we're going to see things that we're really not prepared for.","В ближайшие годы и десятилетия мы станем свидетелями таких событий, к которым мы совершенно не готовы."
605,"Then I would look at the stars, and I would read about how well we understand gravity, and I would think surely, there must be some elegant way that these two systems match up.","Я смотрел на звёзды и читал о том, насколько хорошо мы понимаем гравитацию; уверенно полагал, что должен быть изящный способ объединить эти две системы."
606,"His administration attacked several typical urban problems at one time, and on a third-world budget, at that.","Его администрация нанесла удар сразу по нескольким городским проблемам, потратив на это мизерный бюджет."
607,"The good news is that when we talk about clean transportation and different mobility, we're not talking about some distant utopia out there.","Хорошая новость в том, что разговоры о чистой энергии для транспортной системы и изменении мобильности — это не утопия."
608,"We can get there, because we've been there before, and we know that transparency gets us to that trust.","Мы можем добиться этого, потому что мы делали это раньше, и мы знаем, что откровенность — это путь к доверию."
609,"We can do so noninvasively, remotely, inexpensively, with an accuracy at about 85 percent, which is far better than chance level.","Мы можем делать это, не вмешиваясь, на расстоянии, не потратив больших денег, с точностью около 85 процентов, что лучше, чем уровень случайности."
610,So they go deep inside mines to find a kind of environmental silence that will allow them to hear the ping of a dark matter particle hitting their detector.,"Итак, они спускаются глубоко в шахты, чтобы найти своего рода экологическую тишину, которая позволит им услышать как частица тёмной материи ударяется о их детектор."
611,"But people like me, the professional troublemakers, should not be the only ones who are committed to being these dominoes who are always falling out of planes or being the first one to take this hit.","Но такие люди, как я, профессиональные нарушители спокойствия, не должны в одиночку становиться теми героями, которые прыгают из самолётов или первыми принимать на себя удар."
612,I've made clear again and again and again that I go to sleep every morning thinking about what I can do for the American people.,"Я ясно дал понять снова и снова, что каждый день, ложась спать, я думаю о том, чтó я могу сделать для американского народа."
613,How would we finance this? Turns out Singapore and Hong Kong are cities that made huge gains on the value of the land that they owned when they got started.,"Как мы профинансируем это? Оказывается, Сингапур и Гонконг — города, которые получили огромную прибыль со стоимости той земли, которая была в их распоряжении, когда они начинали."
614,"This Australian-Indian girl, she came out and started to dance on her front lawn, and her father peered out the window to see what all the noise and commotion was about, and he soon joined her.","Эта австралийская индианка вышла из дома и начала танцевать прямо перед газоном, а её отец выглянул из окна, чтобы посмотреть, откуда весь этот шум и суета, и вскоре присоединился к ней."
615,"All that savage grandeur, the steely glinting hooves, the eruptions driven from the creature's mighty innards,","Всё это дикое великолепие, сверкающие сталью копыта толчки, исходившие откуда-то из мощного нутра этого создания -"
616,"And they're getting faster and faster each time, and if I stack these guys up, then we see the differences; the increase in the speed is constant.","А если я сложу их один на другой, тогда мы увидим разницу между ними, значит увеличение скорости постоянно."
617,"And we kind of borrowed the curriculum from the Culinary Institute of America, which in their mind is kind of the Harvard of cooking schools, and we created a gourmet cooks program for welfare mothers in this million dollar kitchen in the middle of the inner city.","Мы отчасти позаимствовали программы Кулинарного Института Америки, который можно назвать Гарвардом среди кулинарных школ, и мы создали курсы изысканной кухни для матерей, живущих на пособие на кухне за миллион долларов в самом сердце города."
618,"So you ask yourself, how can we solve this and why don't we just build Western-style flush toilets for these two and a half billion?","Спросите себя, как можно решить эту проблему и почему бы просто не построить сливные туалеты, как на Западе, для этих двух с половиной миллиардов людей?"
619,"In the animal world, if you take rats, who are hardwired to play at a certain period of their juvenile years and you suppress play — they squeak, they wrestle, they pin each other, that's part of their play.","В животном мире, если взять крыс, у которых есть четкая ориентация на игру в определенный период подросткового возраста, и подавить игры, где они борются, пищат, шпыняют друг дружку, играя таким образом."
620,"So in the 20th century, you had this vicious cycle in the Arab world, where you have a dictatorship suppressing its own people, including the Islamic pious, and they're reacting in reactionary ways.","Итак, в 20-ом веке Арабский мир замкнулся в порочном круге, в котором диктатура подавляет свой же народ, включая верующих исламистов, и они отвечают реакционными идеями."
621,"And in 2009, I had the opportunity to visit the tepui table mountains, which are in the Orinoco and Amazon basins.","В 2009 году у меня появилась возможность посетить тепуи — столовые горы, расположенные в бассейнах рек Ориноко и Амазонки."
622,"And it's really important to talk about beekeepers first, because beekeepers are among the most fascinating people you'll ever meet.","Действительно важно говорить о пчеловодах сначала, потому что пчеловоды среди самых интересных людей, которых вы когда-нибудь встретите."
623,"They met right around that time, they agreed on common action and they put together an emergency joint operation center in Conakry to try and work together to finish this disease and get it stopped, to implement the strategies we talked about.","Именно в это время они провели встречу и согласовали план действий, основали центр неотложной помощи совместного действия в Конакри, чтобы сообща побороть эту болезнь, реализовать стратегии, о которых мы говорим сегодня."
624,"When you visit the Archivio di Stato, you feel this is beyond what any single team can do, and that should be a joint and common effort.","Посещая Государственный Архив, понимаешь, что это не по силам какой-то одной команде, необходимо сотрудничество."
625,"They make up a single, giant edifice obeying the same physical laws and all made from the same types of atoms, electrons, protons, quarks, neutrinos, that make up you and me.","Они образуют одно огромное мироздание, где царят те же законы физики, состоящее из тех же атомов, электронов, протонов, кварков, нейтрино — из того же, что и мы."
626,"Keep in mind that labor trafficking accounts for 68 percent of all trafficking, but fewer than 10 percent of the convictions.","Помните, что торговля рабочей силой составляет 68% от всей торговли людьми, но наказание за это получают в менее 10% случаев."
627,"We can think, really, that each one is sort of beyond the imagination of the inventor of the previous one, if you like.","Можно даже представить, если угодно, что этап последующий – всегда вне пределов воображения изобретателя этапа предшествующего."
628,Then she took us to the freezer and she showed us the two samples that she still has that are still labeled RES 360.,"Затем она отвела нас к морозильной камере и показала два оставшихся у неё образца, промаркированных RES 360."
629,"The average British soldier is on a tour of only six months; Italian soldiers, on tours of four months; the American military, on tours of 12 months.","Средний Британский солдат находится на службе всего 6 месяцев; Итальянские солдаты, в туре на 4 месяца; Американские военные, в туре на 12 месяцев."
630,"Now the DMCA had, and is continuing to have, a lot of complicated effects, but in this one domain, limiting sharing, it has mostly not worked.","DMCA оказывал и продолжает оказывать много сложных эффектов, но в одной области, в ограничении коллективного использования, он по большей части не сработал."
631,"When you look into it, it's sort of like looking at cloud patterns, but sometimes they're very modeled and highly rendered.","Когда вглядываешься в них, ты словно рассматриваешь облака, но иногда они хорошо смодулированы и весьма понятны."
632,"The same principles, the same dynamics, the same organization is at work in all of these, including us, and it can scale over a range of 100 million in size.","Те же принципы, та же динамика, та же организация присутствуют у всех из них, включая нас, и масштабируется в размере в пределах 100 миллионов."
633,"This species, when you cut the bark, you find a very dark red resin that was very good to paint and dye fabric to make clothes.","Срезав с него кору, можно получить смолу тёмно-красного цвета, которая хорошо подходит для рисования и окраски одежды."
634,"More recently, the Turkish representative for Reporters Without Borders, Erol Önderoglu, has been detained and charged with spreading terrorist propaganda, because he and some other activists have been supporting Kurdish media.","Недавно представитель Турции в « Репортёрах без границ » Эрол Ондероглу был задержан и обвинён в пропаганде терроризма, потому что он и другие активисты поддерживали курдские СМИ."
635,"It's a marvelous story, but actually, it's about a young man fearful that he won't be able to make it as a powerful figure in a male world unless he takes revenge for his father's murder.","Это изумительная история, но она о юноше, боящемся того, что он не сможет стать значимой фигурой в мире мужчин, пока не отомстит за убийство отца."
636,"With more people in the world with more stuff, we've effectively seen 100 years of price declines in those basic commodities erased in just 10 years.","С бóльшим числом людей в мире, с бóльшим количеством вещей, мы увидели, как снижение цен на основное сырьё, наблюдаемое нами сотню лет, испарилось за какой-то десяток."
637,"Because of course, sometimes we do make decisions that have irrevocable and terrible consequences, either for our own or for other people's health and happiness and livelihoods, and in the very worst case scenario, even their lives.","Потому что, конечно же, иногда мы принимаем решения, которые имеют непоправимые, ужасные последствия, для нашего здоровья или здоровья других людей, счастья, и средств к существованию, и в худшем случае, даже жизни."
638,Most of us accept today that private property and a market economy is the best way to manage most of society's resources.,"Сейчас большинство из нас признаёт, что частная собственность и рыночная экономика являются наилучшим способом управления большинством ресурсов общества."
639,"But after a few years, I just couldn't stay away from art, and I decided to go to a neurologist about the shake and discovered I had permanent nerve damage.","Через несколько лет, я понял, что не могу жить без искусства, и решил проконсультироваться у невропатолога на счёт тремора, его диагноз был — необратимое повреждение нерва."
640,"The second video clip that I imagined was getting back to Heathrow airport, and I could see again, vividly, the camera flashbulbs going off, the paparazzi, the autograph hunters, the book agents coming to sign me up for a deal.","Второй ролик это как я возвращаюсь в аэропорт Хитроу, и я опять живо вижу вспышки камер, папарацци, охотники за автографами, литературные агенты, предлагающие мне котракты."
641,"It is how I have learned to see through my blindness, to navigate my journey through the dark unknowns of my own challenges, which has earned me the moniker ""the remarkable Batman.""","Это то, как я научился видеть сквозь свою слепоту, управлять своим путешествием в тёмной неизвестности своих трудностей, благодаря чему я получил прозвище « выдающийся Бэтмэн »."
642,It's also about understanding what is important in breast milk so that we can deliver better formulas to moms who cannot or do not breastfeed for whatever reason.,"Речь идёт о понимании того, что важно в грудном молоке, чтобы можно было создавать улучшенную смесь для тех мам, которые не могут кормить самостоятельно по разным причинам."
643,"And very quickly Cajal realized that neurons don't operate alone, but rather make connections with others that form circuits just like in a computer.","И вскоре Кахаль понял, что нейроны не работают поодиночке, а связываются с другими нейронами, формируя электроцепи, совсем как в компьютерах."
644,"My generation has been incredibly good at using new networks and technologies to organize protests, protests that were able to successfully impose agendas, roll back extremely pernicious legislation, and even overthrow authoritarian governments.","Моё поколение невероятным образом преуспело в использовании новых сетей и технологий для организации протестов, протестов, которые смогли успешно влиять на формирование повестки дня, добиться отказа от пагубных законов, и даже свергнуть авторитарные режимы."
645,"How is it that this organism can be so large, and yet be one cell wall thick, whereas we have five or six skin layers that protect us?","Как этот организм может быть настолько большим, и бытьтолщиной всего в одну клетку, в то время как мы имеем пять или шесть защитных слоёв кожи?"
646,"So you have less waste, and the waste that you have is not as environmental malign as it is with cow dung.","Итак, у нас меньше отходов, плюс отходы эти не настолько вредны для экологии, как коровьи экскременты."
647,"And what's more, this guy doesn't need a wire connected all the way back to a power station burning fossil fuels.","И ко всему прочему, этому жуку не нужны провода, идущие к электростанции, сжигающей ископаемое топливо."
648,I also learned how the most uncontrollable form of energy could be harnessed for good and making society better.,"Также я научился тому, как даже самая неконтролируемая форма энергии может быть использована во благо и может сделать общество лучше."
649,"I want to make paintings, I want to make sculptures that are honest, that wrestle with the struggles of our past but speak to the diversity and the advances of our present.","Я хочу рисовать картины, я хочу делать скульптуры, которые были бы честными, которые боролись бы со сложностями нашего прошлого, но также говорили бы о разнообразии и достижениях нашего настоящего."
650,"And the only places to get WiFi are in the school buildings, or at the Bojangles Fried Chicken joint, which I find myself squatting outside of a lot.","А единственное место, где есть wifi, это школа либо фаст фуд ресторан Bojangles Fried Chicken, где я часто проводила время, сидя на корточках."
651,"In his study, Darwin actually cited a French neurologist, Guillaume Duchenne, who sent electric jolts to facial muscles to induce and stimulate smiles.","В своем исследовании Дарвин цитировал французского невролога Гийома Дюшена, применявшего электрические импульсы, чтобы вызвать и стимулировать улыбку."
652,"This is my quest, my own little quest of what I call experimental ethnography, trying to hybrid all those different genres, trying to regain a certain complexity.","Это мой главный вопрос сейчас, то, что я называю « экспериментальная этнография », пытаясь соединить все эти различные жанры и достичь определённой сложности."
653,"Imagine you could take all the children in education in Britain, and one percent of them were co-developers of education.","Представьте, что вы бы собрали всех детей, которые учатся в Британии, и один процент из них стал бы со-разработчиком образования."
654,"Dubbed ""femme fatales"" by Jim Lloyd, another colleague, these females have figured out how to target the males of other firefly species.","Названные « роковыми самками » Джимом Ллойдом, другим моим коллегой, эти самки определили, как привлекать самцов других видов светлячков."
655,"You had a rebellion in the North, the government in the South — the capital, Abidjan — and in the middle, the French army.","Мятежники были на севере, правительство на юге, в столице — Абиджан, и по центру — французская Армия."
656,"If you're going to make a lot of films about a particular group of animals, you might as well pick one that's fairly common.","Если вы хотите снять много фильмов о каких-то определённых животных, лучше выбрать широко распространённый вид."
657,"We all have to deal with the mystery of death, the world that waits beyond death, the elders who fall away into their elderly years.","Нам всем приходиться иметь дело с таинством смерти, с миром, который ждёт нас после смерти, взрослея, мы идём к старости."
658,"The Moon also does not have any magnetic fields, which means that any radiation — solar radiation, cosmic radiation — will hit the surface.","На Луне отсутствует магнитное поле, поэтому любая радиация — солнечная или космическая — разрушит поверхность."
659,"And for me, the excitement of Bill putting his brain and his heart against these huge global problems, these inequities, to me that was exciting.","И для меня был волнительным энтузиазм Билла, ставящего свой ум и сердце против огромных мировых проблем, против неравенства."
660,Women of color in STEM occupy some of the toughest and most exciting sociotechnological issues of our time.,Цветные женщины в STEM отвечают за некоторые наиболее сложные и интересные социотехнологические задачи нашего времени.
661,"Now, I don't know about you, but I always feel like I find this wormhole or this inter-dimensional portal.","Не знаю, как вам, а мне в таких случаях кажется, что я обнаружил какую-то спрятанную лазейку или пространственный портал."
662,"Secondly, under the beef protocol of that agreement, African countries that produce beef have quotas to export beef duty-free to the European Union market.","Во-вторых, согласно « говяжьему протоколу » этого соглашения, страны Африки, которые производят говядину имеют квоты на беспошлинный экспорт говядины на рынок Европейского Союза."
663,"That sinister expression means that if hospital resources are limited, for example if only one donor heart becomes available for transplant, or if a surgeon has time to operate on only a certain number of patients, American hospitals have an explicit policy of giving preference to younger patients over older patients on the grounds that younger patients are considered more valuable to society because they have more years of life ahead of them, even though the younger patients have fewer years of valuable life experience behind them.","Это зловещее выражение означает, что в случае, когда у больницы ограниченные ресурсы, например, если лишь одно донорское сердце доступно для трансплантации или если у хирурга есть время оперировать только определённое количество пациентов, американские госпитали придерживаются чёткой позиции, отдавая предпочтение более молодым пациентам, а не старым, на том основании, что молодые пациенты считаются намного полезнее для общества, потому что у них больше лет жизни впереди даже при том, что меньше лет ценного жизненного опыта позади."
664,"Eventually, the technology advanced to the point where architects could design structures so transparent they practically disappear.","В итоге технология продвинулась до такой степени, что архитекторы могли создавать не просто прозрачные объекты, а практически невидимые."
665,"If the law enforcement is trying to find a murderer, or they're trying to catch a drug lord or trying to prevent a school shooting, and they have leads and they have suspects, then it's perfectly fine for them to tap the suspect's phone, and to intercept his Internet communications.","Если правоохранительные органы пытаются найти убийцу, если хотят поймать наркобарона или стараются предотвратить стрельбу в школе, и у них есть зацепки, у них есть подозреваемые, тогда это полностью оправдывает прослушку телефона подозреваемого, перехват сообщений в Интернете."
666,"I hold out hope that we'll be able to reconcile this conflict with some sort of, some yet uninvented technology.","Я надеюсь, что мы сможем найти примирение в этом конфликте при помощи какой-то ещё не изобретённой технологии."
667,"I also met a number of nonprofit leaders who, despite very limited financial resources, were making a huge impact in the world, often bringing together seeming adversaries.","Я также повстречалась с несколькими лидерами некоммерческих организаций, которые, несмотря на весьма ограниченные финансовые ресурсы, вносили громаднейший вклад в мир, часто примиряя кажущихся противников."
668,"My guess is that some great simplifications of what I'm doing may actually have considerable resonance with what's been done in string theory, but that's a complicated math thing that I don't yet know how it's going to work out.","Могу лишь предположить, что какие-то сильные упрощения того, что я делаю, могут существенно повлиять на исследования по теории струн, но это сложная математическая штука, и я ещё не знаю, сработает ли она."
669,"That said something really ominous about the future of bears, but it also said something very unsettling about who we'd become, if the survival of even an animal like that was up to us now.","Здесь крылась серьёзная угроза для будущего медведей, но это был ещё и тревожный показатель того, какими стали люди, если выживание даже такого животного оказалось в их власти."
670,"This is not because I am a better person than that student, but because of America's cultural and economic power, I had many stories of America.","И это не из-за того, что я чем-то лучше, чем тот студент, но благодаря культурной и экономической мощи Америки, я знаю много историй об Америке."
671,"I sat down next to a stout, middle-aged man with owl glasses and a bow tie, and he turned out to be a Fulbright scholar, there in China specifically to study Sino-Soviet relations.","Выяснилось, что он был учёным программы Фулбрайта, и оказался он в Китае именно для того, чтобы изучать китайско-советские взаимоотношения."
672,You feel intense elation when things are going well; mood swings into horrible despair when things are going poorly.,"Вы чувствуете особенную приподнятость, когда всё хорошо, и настроение может смениться диким отчаянием, когда что-то не ладится."
673,"I'm turning 44 next month, and I have the sense that 44 is going to be a very good year, a year of fulfillment, realization.","В следующем месяце мне исполнится 44 года, и я чувствую, что мой 44-ый год жизни будет очень хорошим, это будет год удовлетворения и реализации."
674,"If we were to go 400 years into the past to Western Europe, which even then, was one of the more literate parts of the planet, you would see that about 15 percent of the population knew how to read.","Если бы мы перенеслись на 400 лет назад в прошлое, в Восточную Европу, которая в то время отличалась высокой грамотностью населения, вы увидели бы, что лишь около 15% её жителей умели читать."
675,"What you need to do is, first of all, tell people that 98 percent of first-class mail gets there the next day.","Что вам нужно сделать, так это рассказать людям, что вы доставляете 98% посылок первого класса за один день."
676,Before it's all done we are going to alter ourselves every bit as much as we have changed the world around us.,"Прежде, чем это все сделано, мы будем изменять себя, настолько же сильно, как мы изменили мир вокруг нас."
677,"Now, obviously, that's the time that your brain is being constructed, and that's important, but in addition, experience during those times produce what are called epigenetic changes, permanent, in some cases, permanently activating certain genes, turning off others.","Очевидно, на данной стадии происходит формирование мозга; это важный процесс, но помимо него всё, что мы пережили в этот период, вызывает так называемые эпигенетические изменения, в некоторых случаях перманентные; они окончательно активируют одни гены и отключают другие."
678,"The court stated that the Black Hills were illegally taken, and that the initial offering price, plus interest, should be paid to the Sioux Nation.",Суд постановил что горы Блек-Хиллз были отобраны незаконно и что первоначальная стоимость плюс процент должна быть выплачена народу Сиу.
679,"So if we think about this unleashing human potential, which was possible by cooking and food, why do we talk so badly about food?","Но если мы допускаем, что пища и ее приготовление позволили высвободить человеческий потенциал, почему же мы так плохо отзываемся о еде?"
680,And I'd snuck in — because it's totally illegal to have a picture of the Dalai Lama in Tibet — it's the quickest way you can get arrested.,И я тайком провез - потому что в Тибете строжайше запрещено хранить изображения Далай Ламы - это самый быстрый путь за решетку.
681,"When we talk about criminal justice reform, we often focus on a few things, and that's what I want to talk to you about today.","Когда мы говорим о реформе уголовного правосудия, мы часто заостряем внимание на нескольких моментах, об этом я и хочу с вами сегодня поговорить."
682,"In any given area, we hire a rural field officer who delivers our services to 200 farmers, on average, with more than 1,000 people living in those families.","В любом месте мы нанимаем сотрудника из сельской области, который оказывает свои услуги около 200 фермерам в среднем — это более чем 1 000 человек, если посчитать членов их семей."
683,"How's this stuff work? If each of you differs from the person next to you by one in a thousand, but only three percent codes, which means it's only one in a thousand times three percent, very small differences in expression and punctuation can make a significant difference.","Как это работает? Если каждый из вас отличается от вашего соседа одним из тысячи, но только 3% кода, что означает всего лишь 3% тысячу раз, небольшая разница в пунктуации может иметь большое значение."
684,"They don't go all the way, but they are going to save lives, because they expand Brady background checks to thousands of gun sales that didn't have them previously.","Пусть они и не идут до конца, но эти действия спасут жизни, потому что они расширяют проверки Брэди на тысячи продаж оружия, которые раньше под закон не попадали."
685,"The yeast, whose mission it has been up till now to raise the dough, to enliven it, to vivify it, in order to complete its mission, which is also to turn this dough into bread, has to give up its life.","Дрожжи, чьей миссией было поднятие теста, его оживление, чтобы завершить свою миссию, которая также превращение теста в хлеб, должны отдать свою жизнь."
686,"Decades later, Rand McNally releases a map with Agloe, New York, on it, at the same exact intersection of two dirt roads in the middle of nowhere.","Несколько десятилетий спустя издательство Rand McNally издаёт карту, на которой указан Агло на том же самом перекрёстке двух грунтовых дорог посреди глухомани."
